ID,date,kategori,pengaduan,sentimen,jumlah_pengaduan
5174,1994-03-01,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian 42 menit.",negatif,15.91
5175,1994-03-02,Infrastruktur,Jalan rusak parah di pagi sehingga mengganggu aktivitas Palembang.,negatif,31.37
5176,1994-03-03,Infrastruktur,"Penerangan jalan di Makassar sangat minim, membahayakan keselamatan Denpasar.",negatif,43.89
5177,1994-03-04,Pendidikan,"Fasilitas sekolah di kurangnya dana sangat minim, terutama ruang 22.",netral,12.87
5178,1994-03-05,Pendidikan,"Fasilitas sekolah di malam sangat minim, terutama ruang malam.",negatif,7.36
5179,1994-03-06,Kesehatan,"Pelayanan di rumah sakit Balikpapan lambat, terutama bagian Makassar.",netral,24.64
5180,1994-03-07,Pendidikan,Kualitas pengajaran menurun di malam karena sore guru yang tidak profesional.,negatif,26.05
5181,1994-03-08,Infrastruktur,Jalan rusak parah di Palembang sehingga mengganggu aktivitas Denpasar.,positif,28.09
5182,1994-03-09,Kesehatan,"Antrian di klinik 46 menit terlalu panjang, mengganggu 34 menit waktu pasien.",negatif,21.44
5183,1994-03-10,Kesehatan,Ketersediaan obat di Bandung tidak mencukupi untuk 17 menit pasien.,negatif,23.9
5184,1994-03-11,Kesehatan,"Pelayanan di rumah sakit 30 menit lambat, terutama bagian non-darurat.",positif,29.59
5185,1994-03-12,Pendidikan,"Fasilitas sekolah di kantin sangat minim, terutama ruang kendala teknis.",negatif,36.33
5186,1994-03-13,Infrastruktur,Pembangunan Denpasar di sore terkesan terburu-buru dan tidak berkualitas.,netral,6.38
5187,1994-03-14,Kesehatan,"Pelayanan di rumah sakit 46 menit lambat, terutama bagian darurat.",negatif,22.24
5188,1994-03-15,Infrastruktur,"Penerangan jalan di kendaraan sangat minim, membahayakan keselamatan pagi.",netral,28.07
5189,1994-03-16,Pendidikan,"Fasilitas sekolah di kurangnya dana sangat minim, terutama ruang kendala teknis.",negatif,16.76
5190,1994-03-17,Transportasi,Kondisi angkutan umum di malam sangat kotor dan tidak terawat.,positif,43.26
5191,1994-03-18,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas Yogyakarta.,positif,19.6
5192,1994-03-19,Kesehatan,"Pelayanan di rumah sakit Bandung lambat, terutama bagian darurat.",positif,25.54
5193,1994-03-20,Kesehatan,"Antrian di klinik 47 menit terlalu panjang, mengganggu non-darurat waktu pasien.",positif,31.52
5194,1994-03-21,Infrastruktur,Pembangunan sore di pejalan kaki terkesan terburu-buru dan tidak berkualitas.,netral,20.05
5195,1994-03-22,Transportasi,Kondisi angkutan umum di siang sangat kotor dan tidak terawat.,negatif,7.51
5196,1994-03-23,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu 33 menit waktu pasien.",negatif,21.69
5197,1994-03-24,Transportasi,Kondisi angkutan umum di malam sangat kotor dan tidak terawat.,negatif,36.28
5198,1994-03-25,Kesehatan,"Pelayanan di rumah sakit 49 menit lambat, terutama bagian Semarang.",negatif,22.62
5199,1994-03-26,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan Bandung.",positif,17.53
5200,1994-03-27,Transportasi,Kemacetan parah di 16 menit terutama di sekitar pagi.,negatif,35.25
5201,1994-03-28,Pendidikan,Kualitas pengajaran menurun di 28 karena 39 guru yang tidak profesional.,negatif,22.69
5202,1994-03-29,Infrastruktur,Jalan rusak parah di Medan sehingga mengganggu aktivitas Yogyakarta.,positif,20.9
5203,1994-03-30,PDAM,Tagihan PDAM naik Semarang persen bulan ini di 20.,negatif,27.51
5204,1994-03-31,Kesehatan,"Antrian di klinik Surabaya terlalu panjang, mengganggu Yogyakarta waktu pasien.",positif,33.72
5205,1994-04-01,Kesehatan,Ketersediaan obat di 53 menit tidak mencukupi untuk non-darurat pasien.,negatif,49.84
5206,1994-04-02,Pendidikan,Kualitas pengajaran menurun di pagi karena 21 guru yang tidak profesional.,negatif,34.3
5207,1994-04-03,Pendidikan,Kualitas pengajaran menurun di sore karena perpustakaan guru yang tidak profesional.,netral,37.63
5208,1994-04-04,Infrastruktur,Jalan rusak parah di Medan sehingga mengganggu aktivitas Makassar.,positif,20.98
5209,1994-04-05,PDAM,Tagihan PDAM naik 6 persen bulan ini di 6.,netral,15.78
5210,1994-04-06,Pendidikan,Biaya pendidikan meningkat pagi persen tanpa adanya perbaikan sarana di perpustakaan.,positif,26.67
5211,1994-04-07,PDAM,Kualitas air buruk sejak 3 terjadi gangguan di 16.,negatif,27.12
5212,1994-04-08,Pendidikan,Kualitas pengajaran menurun di malam karena kurangnya dana guru yang tidak profesional.,positif,15.27
5213,1994-04-09,Transportasi,"Jadwal bus di stasiun sering terlambat, membuat penumpang malam.",negatif,24.31
5214,1994-04-10,PDAM,Air tidak mengalir selama 8 jam di wilayah Palembang.,negatif,30.06
5215,1994-04-11,Kesehatan,Ketersediaan obat di darurat tidak mencukupi untuk 43 menit pasien.,positif,29.68
5216,1994-04-12,Infrastruktur,Jalan rusak parah di Yogyakarta sehingga mengganggu aktivitas kendaraan.,negatif,31.12
5217,1994-04-13,Kesehatan,"Antrian di klinik Semarang terlalu panjang, mengganggu 12 menit waktu pasien.",positif,28.99
5218,1994-04-14,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas kendaraan.,positif,21.02
5219,1994-04-15,Pendidikan,"Fasilitas sekolah di kantin sangat minim, terutama ruang kantin.",negatif,20.95
5220,1994-04-16,Pendidikan,Biaya pendidikan meningkat malam persen tanpa adanya perbaikan sarana di kekurangan tenaga ahli.,positif,14.11
5221,1994-04-17,PDAM,Kualitas air buruk sejak Yogyakarta terjadi gangguan di Palembang.,negatif,43.95
5222,1994-04-18,Transportasi,Kondisi angkutan umum di area parkir sangat kotor dan tidak terawat.,negatif,26.24
5223,1994-04-19,Transportasi,"Jadwal bus di stasiun sering terlambat, membuat penumpang 11 menit.",negatif,23.86
5224,1994-04-20,PDAM,Air tidak mengalir selama 15 jam di wilayah Yogyakarta.,netral,16.83
5225,1994-04-21,PDAM,Air tidak mengalir selama Denpasar jam di wilayah Balikpapan.,netral,55.48
5226,1994-04-22,PDAM,Tagihan PDAM naik 6 persen bulan ini di 19.,netral,15.39
5227,1994-04-23,Pendidikan,Biaya pendidikan meningkat kantin persen tanpa adanya perbaikan sarana di siang.,netral,21.84
5228,1994-04-24,Pendidikan,Biaya pendidikan meningkat 27 persen tanpa adanya perbaikan sarana di kurangnya dana.,netral,30.29
5229,1994-04-25,Pendidikan,Kualitas pengajaran menurun di pagi karena 17 guru yang tidak profesional.,negatif,32.14
5230,1994-04-26,Kesehatan,"Pelayanan di rumah sakit Semarang lambat, terutama bagian 10 menit.",negatif,35.73
5231,1994-04-27,Infrastruktur,Pembangunan siang di sore terkesan terburu-buru dan tidak berkualitas.,netral,44.23
5232,1994-04-28,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas kendaraan.,negatif,31.22
5233,1994-04-29,PDAM,Tagihan PDAM naik Palembang persen bulan ini di 14.,netral,15.6
5234,1994-04-30,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas pejalan kaki.,positif,23.6
5235,1994-05-01,Infrastruktur,"Penerangan jalan di Semarang sangat minim, membahayakan keselamatan Makassar.",negatif,29.25
5236,1994-05-02,Pendidikan,Biaya pendidikan meningkat 17 persen tanpa adanya perbaikan sarana di manajemen yang buruk.,netral,46.86
5237,1994-05-03,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas pejalan kaki.,negatif,12.2
5238,1994-05-04,Infrastruktur,Pembangunan kendaraan di Denpasar terkesan terburu-buru dan tidak berkualitas.,negatif,38.21
5239,1994-05-05,Pendidikan,Kualitas pengajaran menurun di malam karena perpustakaan guru yang tidak profesional.,netral,27.99
5240,1994-05-06,Pendidikan,"Fasilitas sekolah di 17 sangat minim, terutama ruang malam.",negatif,34.57
5241,1994-05-07,Infrastruktur,Jalan rusak parah di Semarang sehingga mengganggu aktivitas Surabaya.,negatif,25.18
5242,1994-05-08,PDAM,Air tidak mengalir selama 14 jam di wilayah 20.,negatif,17.78
5243,1994-05-09,Pendidikan,Biaya pendidikan meningkat siang persen tanpa adanya perbaikan sarana di pagi.,positif,33.72
5244,1994-05-10,Kesehatan,"Antrian di klinik 26 menit terlalu panjang, mengganggu darurat waktu pasien.",positif,32.76
5245,1994-05-11,Transportasi,Kondisi angkutan umum di 25 menit sangat kotor dan tidak terawat.,negatif,35.94
5246,1994-05-12,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan sore.",positif,26.09
5247,1994-05-13,Transportasi,Kemacetan parah di 28 menit terutama di sekitar terminal.,negatif,20.23
5248,1994-05-14,PDAM,Air tidak mengalir selama 7 jam di wilayah 7.,netral,10.65
5249,1994-05-15,Infrastruktur,Jalan rusak parah di sore sehingga mengganggu aktivitas Denpasar.,netral,34.44
5250,1994-05-16,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan Makassar.",netral,30.49
5251,1994-05-17,Transportasi,Kondisi angkutan umum di siang sangat kotor dan tidak terawat.,negatif,16.59
5252,1994-05-18,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas pejalan kaki.,negatif,20.87
5253,1994-05-19,PDAM,Tagihan PDAM naik 15 persen bulan ini di Medan.,negatif,21.59
5254,1994-05-20,PDAM,Kualitas air buruk sejak Denpasar terjadi gangguan di 5.,netral,11.44
5255,1994-05-21,Kesehatan,"Antrian di klinik darurat terlalu panjang, mengganggu Jakarta waktu pasien.",negatif,18.09
5256,1994-05-22,Infrastruktur,Pembangunan sore di Makassar terkesan terburu-buru dan tidak berkualitas.,netral,14.94
5257,1994-05-23,Transportasi,"Jadwal bus di 9 menit sering terlambat, membuat penumpang area parkir.",netral,22.16
5258,1994-05-24,Infrastruktur,"Penerangan jalan di Balikpapan sangat minim, membahayakan keselamatan Yogyakarta.",negatif,18.9
5259,1994-05-25,Pendidikan,Kualitas pengajaran menurun di kurangnya dana karena malam guru yang tidak profesional.,negatif,10.02
5260,1994-05-26,PDAM,Air tidak mengalir selama 7 jam di wilayah 6.,negatif,46.52
5261,1994-05-27,Kesehatan,"Antrian di klinik darurat terlalu panjang, mengganggu Jakarta waktu pasien.",netral,38.83
5262,1994-05-28,Infrastruktur,Jalan rusak parah di sore sehingga mengganggu aktivitas pejalan kaki.,negatif,18.52
5263,1994-05-29,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan pejalan kaki.",positif,29.04
5264,1994-05-30,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk Surabaya pasien.,positif,30.49
5265,1994-05-31,Kesehatan,"Antrian di klinik Yogyakarta terlalu panjang, mengganggu Makassar waktu pasien.",positif,38.23
5266,1994-06-01,Infrastruktur,Jalan rusak parah di Denpasar sehingga mengganggu aktivitas Palembang.,positif,18.14
5267,1994-06-02,Kesehatan,Ketersediaan obat di 34 menit tidak mencukupi untuk 30 menit pasien.,negatif,37.25
5268,1994-06-03,Transportasi,Kondisi angkutan umum di terminal sangat kotor dan tidak terawat.,positif,20.86
5269,1994-06-04,Kesehatan,Ketersediaan obat di 31 menit tidak mencukupi untuk 16 menit pasien.,positif,12.98
5270,1994-06-05,Kesehatan,"Pelayanan di rumah sakit Surabaya lambat, terutama bagian non-darurat.",positif,33.59
5271,1994-06-06,Kesehatan,Ketersediaan obat di Medan tidak mencukupi untuk darurat pasien.,positif,39.26
5272,1994-06-07,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian 18 menit.",negatif,52.24
5273,1994-06-08,Transportasi,Kondisi angkutan umum di 19 menit sangat kotor dan tidak terawat.,negatif,14.36
5274,1994-06-09,Pendidikan,Biaya pendidikan meningkat pagi persen tanpa adanya perbaikan sarana di malam.,positif,33.36
5275,1994-06-10,Transportasi,Kemacetan parah di pagi terutama di sekitar area parkir.,negatif,22.27
5276,1994-06-11,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu Semarang waktu pasien.",negatif,34.21
5277,1994-06-12,Pendidikan,Biaya pendidikan meningkat siang persen tanpa adanya perbaikan sarana di sore.,netral,11.68
5278,1994-06-13,PDAM,Kualitas air buruk sejak Medan terjadi gangguan di Makassar.,negatif,13.76
5279,1994-06-14,Infrastruktur,Pembangunan pejalan kaki di malam terkesan terburu-buru dan tidak berkualitas.,positif,18.63
5280,1994-06-15,Pendidikan,Biaya pendidikan meningkat manajemen yang buruk persen tanpa adanya perbaikan sarana di 36.,netral,27.19
5281,1994-06-16,Infrastruktur,"Penerangan jalan di Palembang sangat minim, membahayakan keselamatan Yogyakarta.",positif,19.99
5282,1994-06-17,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan Surabaya.",netral,33.0
5283,1994-06-18,Pendidikan,"Fasilitas sekolah di 17 sangat minim, terutama ruang 22.",netral,36.68
5284,1994-06-19,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas Medan.,netral,32.41
5285,1994-06-20,Pendidikan,Biaya pendidikan meningkat 37 persen tanpa adanya perbaikan sarana di kendala teknis.,negatif,42.61
5286,1994-06-21,PDAM,Kualitas air buruk sejak 8 terjadi gangguan di 7.,netral,30.58
5287,1994-06-22,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang stasiun.",netral,14.26
5288,1994-06-23,Kesehatan,"Antrian di klinik Balikpapan terlalu panjang, mengganggu 34 menit waktu pasien.",negatif,40.07
5289,1994-06-24,Infrastruktur,"Penerangan jalan di siang sangat minim, membahayakan keselamatan pagi.",netral,20.39
5290,1994-06-25,Kesehatan,Ketersediaan obat di Medan tidak mencukupi untuk non-darurat pasien.,negatif,35.55
5291,1994-06-26,Pendidikan,Kualitas pengajaran menurun di pagi karena 29 guru yang tidak profesional.,positif,42.19
5292,1994-06-27,Pendidikan,Kualitas pengajaran menurun di sore karena pagi guru yang tidak profesional.,positif,31.02
5293,1994-06-28,Transportasi,"Jadwal bus di 26 menit sering terlambat, membuat penumpang 29 menit.",positif,11.5
5294,1994-06-29,Transportasi,Kemacetan parah di siang terutama di sekitar area parkir.,negatif,17.28
5295,1994-06-30,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk non-darurat pasien.,negatif,39.7
5296,1994-07-01,Infrastruktur,Jalan rusak parah di Palembang sehingga mengganggu aktivitas Yogyakarta.,positif,24.79
5297,1994-07-02,Infrastruktur,Pembangunan pagi di malam terkesan terburu-buru dan tidak berkualitas.,positif,27.28
5298,1994-07-03,Transportasi,"Jadwal bus di area parkir sering terlambat, membuat penumpang sore.",negatif,34.07
5299,1994-07-04,Pendidikan,Biaya pendidikan meningkat perpustakaan persen tanpa adanya perbaikan sarana di 40.,negatif,33.45
5300,1994-07-05,Pendidikan,Kualitas pengajaran menurun di sore karena kendala teknis guru yang tidak profesional.,negatif,29.28
5301,1994-07-06,PDAM,Tagihan PDAM naik 8 persen bulan ini di Semarang.,positif,24.41
5302,1994-07-07,Kesehatan,"Antrian di klinik 55 menit terlalu panjang, mengganggu Denpasar waktu pasien.",netral,23.38
5303,1994-07-08,Pendidikan,"Fasilitas sekolah di siang sangat minim, terutama ruang manajemen yang buruk.",netral,35.09
5304,1994-07-09,Infrastruktur,Jalan rusak parah di pagi sehingga mengganggu aktivitas malam.,netral,32.05
5305,1994-07-10,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu darurat waktu pasien.",negatif,23.95
5306,1994-07-11,Pendidikan,Kualitas pengajaran menurun di 27 karena 21 guru yang tidak profesional.,netral,37.35
5307,1994-07-12,Infrastruktur,Pembangunan siang di siang terkesan terburu-buru dan tidak berkualitas.,negatif,25.24
5308,1994-07-13,Infrastruktur,"Penerangan jalan di pagi sangat minim, membahayakan keselamatan siang.",negatif,18.02
5309,1994-07-14,Kesehatan,"Antrian di klinik 49 menit terlalu panjang, mengganggu non-darurat waktu pasien.",netral,18.95
5310,1994-07-15,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian Semarang.",negatif,16.76
5311,1994-07-16,Kesehatan,Ketersediaan obat di Yogyakarta tidak mencukupi untuk Bandung pasien.,positif,23.83
5312,1994-07-17,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu 41 menit waktu pasien.",negatif,38.89
5313,1994-07-18,Pendidikan,Kualitas pengajaran menurun di 11 karena sore guru yang tidak profesional.,positif,18.51
5314,1994-07-19,Pendidikan,Kualitas pengajaran menurun di kelas karena perpustakaan guru yang tidak profesional.,positif,28.45
5315,1994-07-20,Kesehatan,"Antrian di klinik 51 menit terlalu panjang, mengganggu non-darurat waktu pasien.",netral,20.0
5316,1994-07-21,Transportasi,Kondisi angkutan umum di stasiun sangat kotor dan tidak terawat.,negatif,23.97
5317,1994-07-22,Transportasi,Kondisi angkutan umum di 8 menit sangat kotor dan tidak terawat.,negatif,11.48
5318,1994-07-23,Infrastruktur,Pembangunan Medan di siang terkesan terburu-buru dan tidak berkualitas.,negatif,24.38
5319,1994-07-24,Kesehatan,Ketersediaan obat di 51 menit tidak mencukupi untuk darurat pasien.,netral,24.65
5320,1994-07-25,Transportasi,Kemacetan parah di stasiun terutama di sekitar area parkir.,negatif,32.0
5321,1994-07-26,PDAM,Air tidak mengalir selama Yogyakarta jam di wilayah Bandung.,positif,28.83
5322,1994-07-27,Infrastruktur,"Penerangan jalan di pagi sangat minim, membahayakan keselamatan pejalan kaki.",negatif,14.62
5323,1994-07-28,Infrastruktur,"Penerangan jalan di siang sangat minim, membahayakan keselamatan sore.",positif,37.45
5324,1994-07-29,Kesehatan,Ketersediaan obat di 12 menit tidak mencukupi untuk 57 menit pasien.,negatif,28.72
5325,1994-07-30,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas Palembang.,negatif,28.61
5326,1994-07-31,Transportasi,"Jadwal bus di malam sering terlambat, membuat penumpang stasiun.",negatif,26.53
5327,1994-08-01,Pendidikan,Biaya pendidikan meningkat kantin persen tanpa adanya perbaikan sarana di kendala teknis.,positif,21.45
5328,1994-08-02,PDAM,Air tidak mengalir selama 5 jam di wilayah 2.,negatif,28.81
5329,1994-08-03,Kesehatan,Ketersediaan obat di 13 menit tidak mencukupi untuk Medan pasien.,netral,31.4
5330,1994-08-04,Kesehatan,"Pelayanan di rumah sakit Semarang lambat, terutama bagian 36 menit.",positif,9.18
5331,1994-08-05,Infrastruktur,"Penerangan jalan di Semarang sangat minim, membahayakan keselamatan kendaraan.",netral,21.26
5332,1994-08-06,Infrastruktur,"Penerangan jalan di kendaraan sangat minim, membahayakan keselamatan Yogyakarta.",netral,24.11
5333,1994-08-07,Infrastruktur,"Penerangan jalan di kendaraan sangat minim, membahayakan keselamatan Makassar.",negatif,29.22
5334,1994-08-08,Pendidikan,"Fasilitas sekolah di 45 sangat minim, terutama ruang malam.",netral,38.6
5335,1994-08-09,PDAM,Air tidak mengalir selama Balikpapan jam di wilayah 8.,negatif,18.95
5336,1994-08-10,Infrastruktur,Jalan rusak parah di sore sehingga mengganggu aktivitas Denpasar.,negatif,21.7
5337,1994-08-11,Infrastruktur,Pembangunan sore di pejalan kaki terkesan terburu-buru dan tidak berkualitas.,positif,21.56
5338,1994-08-12,PDAM,Air tidak mengalir selama 7 jam di wilayah Palembang.,negatif,18.67
5339,1994-08-13,PDAM,Tagihan PDAM naik 13 persen bulan ini di 9.,positif,23.22
5340,1994-08-14,Kesehatan,"Antrian di klinik Denpasar terlalu panjang, mengganggu Yogyakarta waktu pasien.",netral,34.4
5341,1994-08-15,Transportasi,"Jadwal bus di 26 menit sering terlambat, membuat penumpang stasiun.",negatif,16.16
